artist,song,signified,signifier,line
Drake,Say Whats Real,hits,a bitch that s married,"And make hits like a bitch that's married, I ain't miss"
K'naan,Wavin Flag,freedom,a wavin  flag,They'll call me freedom just like a wavin' flag
K'naan,Wavin Flag,freedom,a wavin  flag,They'll call me freedom just like a wavin' flag
K'naan,Wavin Flag,freedom,a wavin  flag,They'll call me freedom just like a wavin' flag
K'naan,Wavin Flag,freedom,a wavin  flag,They'll call me freedom just like a wavin' flag
K'naan,Wavin Flag,freedom,a wavin  flag,They'll call me freedom just like a wavin' flag
K'naan,Wavin Flag,flag,a wavin  flag,"Flag, flag, just like a wavin' flag"
Slaughterhouse,The One,bitch,Paris Hilton,I'm trying to have a rich bitch like Paris Hilton
Luniz,I Got 5 on It,joints,a cigarette,"Nevertheless, I'm hella fresh, rollin' joints like a cigarette"
Luniz,I Got 5 on It,chest,King Kong,"I'm gone, beatin' my chest like King Kong"
Luniz,I Got 5 on It,half,Umfufu,"Kick in feed, ‘cause where I be we needs half, like Umfufu"
Chiddy Bang,Never,excessive,"cops ,","The flow excessive like cops, when they using what you call force"
Chino XL,Wordsmith,mind,Charles Manson,Raised the mind like Charles Manson’s.  Knew I was some man’s son
Common,GO,freaky,the daughter of a pastor,(Go) Freaky like the daughter of a pastor
Fabolous,Brooklyn,a,it,"Ha son!!! It's a like it or not thing, nah mean?"
Wale,90210,life,TV,She live her whole life like TV
Wale,90210,life,TV,She live her whole life like TV
Wale,90210,life,TV,She live her whole life like TV
Wale,90210,life,TV,She live her whole life like TV
Big Sean,Supa Dupa Lemonade,lines,a nigga,And I just drop lines like a nigga gone fishing
Big Sean,Supa Dupa Lemonade,posters,that nigga,Man and I be on them posters like that nigga gone missin'
Lil Wayne,Right Above It,gang,Jessie James,And you niggas know I rep my gang like Jessie James
Lil Wayne,Right Above It,jumping,a jumping jack,Kane got the fucking beat jumping like a jumping jack
T.I.,Im Illy,cash,the U.S. Treasury,Stack that cash like the U.S. Treasury
Beastie Boys,Too Many Rappers,letter,Shuggie,Strawberry Letter 23 like Shuggie
Beastie Boys,Too Many Rappers,supersonic,J.J. Fad,I'm supersonic like J.J. Fad
Beastie Boys,Too Many Rappers,rappin,crabs,"All these crab rappers, they're rappin' like crabs"
Beastie Boys,Too Many Rappers,stacks,Stax Records,Cause we be makin' stacks like Stax Records
Wale,The Manipulation Pt. 2,pussy,some water hose and Imma,"Hey that pussy like some water hose and I'mma need to cum first, yeah her turn be optional"
Eazy-E,Real Muthaphuckkin Gs,niggas,you,"But niggas like you, I gotta hate ya"
Eazy-E,Real Muthaphuckkin Gs,niggas,me,"See, young niggas like me will break you off somethin'"
Eazy-E,Real Muthaphuckkin Gs,niggas,y all,Niggas like y'all is what I call wannabes
MF DOOM,Kookies,serious,Peek Freans,Now it's time to get serious like Peek Freans
MF DOOM,Kookies,good,25 cent oatmeal raisin,And good like 25 cent oatmeal raisin
Kanye West,Last Call,gap,Banana Republic and Old Navy,"I'm the Gap like Banana Republic and Old Navy, and oooh"
Kanye West,Last Call,power,"Dame , Puffy , and Russell","Brains, power, and muscle, like Dame, Puffy, and Russell"
Kanye West,Last Call,nothing,It,"...I unpacked all my shit. You know, we went to Ikea, I bought a bed, I put the bed together myself. I loaded up all my equipment, and the first beat I made was, uh, ""Heart of the City."" And Beans was still working on his album at that time, so I came up there to Baseline, it was Beans' birthday, matter of fact, and I played like seven beats. And, you know I guess he was in the zone, he already had the beats that he wanted, I had did ""Nothing Like It"" already at that time but then Jay walked in. I remember he had a Gucci bucket hat on. I remember it like, like it was yesterday. And Hip-hop said, ""Yo play that one beat for him."" And I played ""Heart of the City."" And really I made ""Heart of the City,"" I really wanted to give that beat to DMX"
Kanye West,Last Call,gon,this one right here,"[Hiphop: ""No I think Jay gon' like this one right here""]"
Kanye West,Last Call,sound,JAY - Z.,"That was it. You know, I ain't get no deal then, hehe. Okay, fast forward. So, Blueprint, ""H to the Izzo,"" my first hit single. And I just took that proudly, built relationships with people. My relationship with Kweli I think was one of the best ones to ever happen to my career as a rapper. Because, you know, of course, later he allowed me to go on tour with him. Man, I appre-- I love him for that. And at this time, you know I didn't have a deal, I had songs, and I had relationships with all these A&R's, and they wanted beats from me, so they'd call me up, I'd play them some beats. ""Gimme a beat that sound like JAY-Z."" You know, they dick riders. Whatever. So I'll play them these post-Blueprint beats or whatever and then I'll play my shit. I'll be like, ""yo but I rap too."" Hey, I guess they was lookin' at me crazy 'cause you know, 'cause I ain't have a jersey on or whatever. Everybody out there listen here: I played them ""Jesus Walks"" and they didn't sign me. You know what happened, it was some A&R's that fucked with me though, but then like the heads, it'd be somebody at the company that'll say, ""Naw."" Like, Dave Lighty fucked with me, my nigga Mel brought me to a bunch of labels. Jessica Rivera, man..."
Beyonc,Ego Remix,something,me,"Boy you a sight to see, kind of something like me"
Rick Ross,Magnificent,flowin,the Nile,"When I decorate a home, marble flowin' like the Nile"
Travie McCoy,Billionaire,show,Oprah,"Yeah, I would have a show like Oprah, I would be the host of"
Non-Prophets,That Aint Right,problems,head lice in bandanas,Transmit personal problems like head lice in bandanas
Immortal Technique,The 3rd World,military,the Mafia,Military's like the Mafia: you pay for protection
EPMD,Youre a Customer,mic,a wild beast savage,"Yo, I rock the mic like a wild beast savage"
EPMD,Youre a Customer,move,chess,"I make a move like chess, then I yell ""checkmate"""
EPMD,Youre a Customer,close,Steve Austin,"My eyes close like Steve Austin, I got you in the square"
EPMD,Youre a Customer,ass,"Bounty ,","Absorb that ass like Bounty, the quicker picker upper"
EPMD,Youre a Customer,rhyme,a tailor,"'Cause I'mma rhyme like a tailor, flow like a sailor"
EPMD,Youre a Customer,dramatic,an actor,When I grab the mic I get dramatic like an actor
EPMD,Crossover,frontin,other rappers,"(Not like other rappers) frontin' on they fans, they ill"
EPMD,Crossover,business,show business,"Some say, ""There's no business like show business,"""
EPMD,So Wat Cha Sayin,sucker,Mop & Glo ( That s word bond,Wax a sucker like Mop & Glo (That's word bond)
EPMD,So Wat Cha Sayin,partner,E Double,'Cause with a partner like E Double don't come a dime a dozen
EPMD,So Wat Cha Sayin,hits,I m Housin,"Droppin' hits like 'I'm Housin,' 'You Gots To Chill,' and more"
Raekwon,Verbal Intercourse,bubble,Woolworths in the projects,Crack sales bubble like Woolworths in the projects
Big L,Put It On,pumpin,Reeboks,L keep rappers' hearts pumpin' like Reeboks
EPMD,Im Housin,coolin,a horse in a stable,Coolin' on the scene like a horse in a stable
EPMD,Im Housin,rhyme,Federal Express,Deliver a rhyme like Federal Express
EPMD,Im Housin,who,"the not , fast slow flow of rhymes that form in my dome","Who like the not, fast slow flow of rhymes that form in my dome"
Lupe Fiasco,Yoga Flame,blue,water,They be looking so blue like water when I wash my jeans
Big Boi,You Aint No DJ,soul,a batch of collards,"Rich with a hundred dollars, soul like a batch of collards"
Lloyd Banks,Beamer Benz or Bentley,lookin,"the Fourth of July ( Ha , pow","We'll have this whole bitch lookin like the Fourth of July (Ha, pow)"
Lloyd Banks,Beamer Benz or Bentley,kima,Christina,"I got a girl named Kima, and Kima like Christina"
DJ Khaled,Im So Hood Remix,hood,the Cadillac,Daddy Fat Saxxx so hood like the Cadillac
DJ Khaled,Im So Hood Remix,eatin,a big dog,"I'm eatin' like a big dog, I'm so full, I'm so good"
Common,Hungry,nigga,a winter coat,"I walk the night in rhyming armor, bomb a nigga like a winter coat"
Common,Hungry,vision,Coleco or intele,"Vision like Coleco or intele, I battle stars in stellar"
Common,Hungry,soft,Tiger Woods,"Like golf, soft like Tiger Woods"
GZA,Liquid Swords,phones,cyclones or typhoon,That attack the mic-phones like cyclones or typhoon
GZA,Liquid Swords,old,Mark 5 sneakers,'Cause niggas' styles are old like Mark 5 sneakers
GZA,Liquid Swords,key,seashells,"I'm low-key like seashells, I rock these bells"
GZA,Liquid Swords,exit,a funnel,"It's a wide entrance, small exit like a funnel"
Nas,Take It in Blood,aight,blood money,You be aight like blood money in a pimp's cum
Nas,Take It in Blood,pause,a comma in a sentence,"This be the drama, I'mma pause like a comma in a sentence"
Nas,I Gave You Power,gats,me,"It's gats like me that accidentally go off, making niggas memories"
Yasiin Bey,Ms. Fat Booty,blood,the Arizona summer,Heatin' my blood up like the Arizona summer
MF DOOM,Beef Rap,bust,a cold milk from out the toilet,"Bust this, like a cold milk from out the toilet"
MF DOOM,Beef Rap,whips,bird shit,Drop dead joints hit the whips like bird shit
MF DOOM,Beef Rap,villain,Scooby,"After which, they couldn't find the Villain, like Scooby"
Sage Francis,Makeshift Patriot,times,these I freestyle biased opinions,It's times like these I freestyle biased opinions every other sentence
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Eminem,Ass Like That,ass,that,"Nick, I ain't never seen an ass like that"
Eminem,Ass Like That,shoulders,a man,"I am Triumph, Britney Spears has shoulders like a man"
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Eminem,Ass Like That,butt,that,I ain't never seen a butt like that
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Eminem,Ass Like That,ass,that,I ain't never seen an ass like that
Lil Wayne,We Takin Over Remix,demanding,my mom,"I'm a Prince, too demanding like my mom"
Lil Wayne,We Takin Over Remix,cold,wet salam,"Too bold, too cold like wet salam—"
Jedi Mind Tricks,The Immaculate Conception,man,Wodan,"Overstand, I kill man like Wodan"
Jedi Mind Tricks,The Apostles Creed,time,THAT,"Like THAT, like that one time like that one time like that one time"
Jedi Mind Tricks,The Apostles Creed,man,that one time that,"Uh, my man Stoupe in the house like that one time like that one time"
Jedi Mind Tricks,The Apostles Creed,man,that one time that,"My man, Chico in the house like that one time like that one time"
Jedi Mind Tricks,The Apostles Creed,man,that one time one time,"My man Yan the Phenomenon, in the house, like that one time one time"
JAY-Z,Streets Is Watching,soft,bread,You boys are soft like bread
Drake,The Winner,ball,Ms. Arie,"They say gon head, ball like Ms. Arie and I do"
Drake,The Winner,drinks,a coaster,Drinks on me like a coaster
Drake,The Winner,support,Chuck Ts,They never gave me support like Chuck Ts
The Last Emperor,Echo Leader,bloodsuckers,Blade ( aghh,And I'm takin' out all you bloodsuckers like Blade (aghh!)
The Last Emperor,Echo Leader,cats,that alien from Melmac ( hah !,Or I'mma eat these cats like that alien from Melmac (hah!)
The Last Emperor,Echo Leader,extreme,the Centurions,"Like the Centurions, ""Power extreme!"""
The Last Emperor,Echo Leader,wreck,James Bond in Moonraker,Catch wreck like James Bond in Moonraker
The Last Emperor,Echo Leader,hard,takin  off the Juggernaut s helmet ( Hooah,Cause I'm hard like takin' off the Juggernaut's helmet (Hooah!)
Clipse,Mr. Me Too,deals,the majors,"Niggas is haters, I'm doin' deals like the majors"
Clipse,Mr. Me Too,suits,we,"We cloud hoppers, tailored suits like we mobsters"
Juelz Santana,Santanas Town,school,"Bambaataa , no man s hotter","I'm old school like Bambaataa, no man's hotter"
The Pharcyde,Passin Me By,flake,corn,She was a flake like corn and I was born not to understand
Das EFX,They Want EFX,twist,Chubby Checker,I spiggedy-spark a spiff and give a twist like Chubby Checker
A Tribe Called Quest,Sucka Nigga,posin,they,Posin' like they hard when we know they damn card
Das Racist,Hahahaha jk?,puff,cocoa,"Puff like cocoa, til I'm crisp like Coco"
Das Racist,Hahahaha jk?,kids,Bebe,"Hey hey, they say they wanna have my kids like Bebe"
Das Racist,Hahahaha jk?,sweatin,Sheneneh,"Too much to pay-pay, sweatin' me like Sheneneh"
Lil Wayne,Get High Rule the World,something,that,"If you wasn't informed, or something like that"
Lil Wayne,Get High Rule the World,more,Brett Favre,"More like Brett Favre, just like Brett Favre"
Lil Wayne,Get High Rule the World,crook,this,Check your neck—there ain't a crook like this
Mobb Deep,Shook Ones Part II,cowards,you,Cowards like you just get they whole body laced up
Mobb Deep,Shook Ones Part II,lyrics,MACs,"React quick, spit lyrics like MACs, I hit your dome up"
DJ Khaled,Brown Paper Bag,mothafuckin,Herschel,"I'm a mothafuckin' professional, like Herschel"
Jeezy,Keep It Gangsta,shells,pigskins,Toss shells like pigskins when I squeeze the eight
Jeezy,Keep It Gangsta,sick,Uday,I eat like Saddam but I'm sick like Uday
The LOX,Money Power  Respect,rhymes,shoguns,"Fear no one, kick rhymes like shoguns"
Luniz,I Got 5 On It Reprise,doja,that,Only Oakland got that Doja like that
Luniz,I Got 5 On It Reprise,joint,Cypress Hill,But I'm the type that likes to light another joint like Cypress Hill
Luniz,I Got 5 On It Reprise,joints,a cigarette,Rolling joints like a cigarette
Luniz,I Got 5 On It Reprise,chest,King Kong,"I'm gone, beating my chest like King Kong"
Luniz,I Got 5 On It Reprise,delirious,Eddie Murphy,The serious bomb will make a nigga go delirious like Eddie Murphy
Luniz,I Got 5 On It Remix,people,"Jason , facin  death","Me killin' people like Jason, facin' death every sequel"
Kanye West,Drive Slow Remix Music Video Version,crawlin,a caterpillar,"Ridin' somethin' candy-coated, crawlin' like a caterpillar"
Kanye West,Drive Slow Remix Music Video Version,car,the movie,"My car's like the movie, my car's like the crib"
Kanye West,Drive Slow Remix Music Video Version,quiet,tip - toes,My cylinder quiet like tip-toes
Joe Budden,Bullshit Rappers  Metaphors,cool,AC s,"""I'm cool like AC's"""
Joe Budden,Bullshit Rappers  Metaphors,hot,the sun,"Yo, I'm hot like the sun"
Jeezy,Standing Ovation,talks,Charlie Sheen ( ay,I tell 'em money talks like Charlie Sheen (ay)
Jeezy,Standing Ovation,juice,the magazine ( jeah,"I'm a boss, I got Juice like the magazine (jeah)"
Jeezy,Standing Ovation,feds,a magazine ( ha ha,And everyday I see Feds like a magazine (ha ha)
Kanye West,The New Workout Plan,crunches,this,Tuck your tummy tight and do your crunches like this
Jeezy,And Then What,actors,Patrick Swayze ( ha ha,These other rappers actors like Patrick Swayze (ha ha)
Clipse,Wamp Wamp What It Do,nothing,these karats,"Must admit, nothing like these karats"
Tech N9ne,Worst Enemy,partner,me,You ain't never had a partner like me
Kanye West,See Me Now,music,"the new Miami Heat ,","They say G.O.O.D. Music like the new Miami Heat, shit"
Kanye West,See Me Now,lookin,the old me,"Yeah, I saw your ass in line, boy, you was lookin' like the old me"
Kanye West,See Me Now,sound,What,"What Sean sound like, 'Ye protégé?"
Tonedeff,Velocity,instrumental,Sam Ash,"Tonedeff and Stan, instrumental like Sam Ash"
Tonedeff,Velocity,furious,Vin Diesel,"You're wacker than Ja Rule, we fast and furious like Vin Diesel"
Eminem,No Apologies,mics,asphyxiation,I choke mics like asphyxiation
Ludacris,Down in tha Dirty,hoes,crep flow,Pop collars I touch hoes like crep flow
